edge,row,value,source_period,available_from,cutoff,source,transform,extra_shift_months
2021-08,65,41.2765,2021-09,2021-10-01 00:00:00,2021-10-10 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2021-09,65,54.69533333333334,2021-10,2021-11-01 00:00:00,2021-11-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2021-10,65,51.251863636363645,2021-11,2021-12-01 00:00:00,2021-12-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2021-11,65,85.6953043478261,2021-12,2022-01-01 00:00:00,2022-01-11 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2021-12,65,48.83038095238095,2022-01,2022-02-01 00:00:00,2022-02-13 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-01,65,55.2639,2022-02,2022-03-01 00:00:00,2022-03-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-02,65,70.50739130434782,2022-03,2022-04-01 00:00:00,2022-04-10 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-03,65,77.99447619047619,2022-04,2022-05-01 00:00:00,2022-05-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-04,65,78.68827272727272,2022-05,2022-06-01 00:00:00,2022-06-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-05,65,88.93686363636363,2022-06,2022-07-01 00:00:00,2022-07-12 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-06,65,136.05852380952385,2022-07,2022-08-01 00:00:00,2022-08-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-07,65,209.9367826086957,2022-08,2022-09-01 00:00:00,2022-09-11 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-08,65,190.86527272727272,2022-09,2022-10-01 00:00:00,2022-10-10 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-09,65,153.7097619047619,2022-10,2022-11-01 00:00:00,2022-11-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-10,65,126.64445454545456,2022-11,2022-12-01 00:00:00,2022-12-11 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-11,65,117.06795454545455,2022-12,2023-01-01 00:00:00,2023-01-10 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2022-12,65,67.4355909090909,2023-01,2023-02-01 00:00:00,2023-02-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-01,65,59.05145,2023-02,2023-03-01 00:00:00,2023-03-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-02,65,51.33739130434783,2023-03,2023-04-01 00:00:00,2023-04-12 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-03,65,55.807550000000006,2023-04,2023-05-01 00:00:00,2023-05-10 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-04,65,51.36282608695651,2023-05,2023-06-01 00:00:00,2023-06-11 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-05,65,49.11431818181818,2023-06,2023-07-01 00:00:00,2023-07-12 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-06,65,51.31652380952381,2023-07,2023-08-01 00:00:00,2023-08-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-07,65,52.69052173913044,2023-08,2023-09-01 00:00:00,2023-09-10 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-08,65,50.71047619047619,2023-09,2023-10-01 00:00:00,2023-10-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-09,65,51.75995454545455,2023-10,2023-11-01 00:00:00,2023-11-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-10,65,47.01972727272727,2023-11,2023-12-01 00:00:00,2023-12-10 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-11,65,36.873285714285714,2023-12,2024-01-01 00:00:00,2024-01-10 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2023-12,65,33.188782608695654,2024-01,2024-02-01 00:00:00,2024-02-14 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-01,65,29.728142857142863,2024-02,2024-03-01 00:00:00,2024-03-10 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-02,65,30.561857142857143,2024-03,2024-04-01 00:00:00,2024-04-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-03,65,33.716772727272726,2024-04,2024-05-01 00:00:00,2024-05-12 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-04,65,36.65278260869565,2024-05,2024-06-01 00:00:00,2024-06-10 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-05,65,37.21795,2024-06,2024-07-01 00:00:00,2024-07-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-06,65,37.27239130434783,2024-07,2024-08-01 00:00:00,2024-08-11 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-07,65,40.74718181818182,2024-08,2024-09-01 00:00:00,2024-09-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-08,65,37.490761904761904,2024-09,2024-10-01 00:00:00,2024-10-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-09,65,39.5744347826087,2024-10,2024-11-01 00:00:00,2024-11-10 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-10,65,42.79871428571428,2024-11,2024-12-01 00:00:00,2024-12-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-11,65,43.80886363636364,2024-12,2025-01-01 00:00:00,2025-01-12 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2024-12,65,39.75208695652174,2025-01,2025-02-01 00:00:00,2025-02-05 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-01,65,40.1808,2025-02,2025-03-01 00:00:00,2025-03-04 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-02,65,34.86347619047619,2025-03,2025-04-01 00:00:00,2025-04-03 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-03,65,32.964954545454546,2025-04,2025-05-01 00:00:00,2025-05-05 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-04,65,34.1349090909091,2025-05,2025-06-01 00:00:00,2025-06-03 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-05,65,35.331190476190464,2025-06,2025-07-01 00:00:00,2025-07-03 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-06,65,34.13239130434783,2025-07,2025-08-01 00:00:00,2025-08-04 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-07,65,32.45909523809524,2025-08,2025-09-01 00:00:00,2025-09-03 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-08,65,32.05304545454545,2025-09,2025-10-01 00:00:00,2025-10-05 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-09,65,31.13078260869565,2025-10,2025-11-01 00:00:00,2025-11-04 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-10,65,29.8771,2025-11,2025-12-01 00:00:00,2025-12-03 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-11,65,26.836,2025-12,2026-01-01 00:00:00,2026-01-06 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2025-12,65,25.781809523809525,2026-01,2026-02-01 00:00:00,2026-02-04 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2026-01,65,26.8111,2026-02,2026-03-01 00:00:00,2026-03-03 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2026-02,65,38.88518181818182,2026-03,2026-04-01 00:00:00,2026-04-06 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2026-03,65,36.57965,2026-04,2026-05-01 00:00:00,2026-05-05 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2026-04,65,37.10665,2026-05,2026-06-01 00:00:00,2026-06-03 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2026-05,65,35.80799999999999,2026-06,2026-07-01 00:00:00,2026-07-06 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2026-06,65,40.17386956521739,2026-07,2026-08-01 00:00:00,2026-08-04 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2026-07,65,44.75299999999999,2026-08,2026-09-01 00:00:00,2026-09-03 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2026-08,65,44.75299999999999,2026-08,2026-09-01 00:00:00,2026-10-09 00:00:00,bbg__gas_year1_user_selected__month_mean,T0,0
2002-05,66,,None,NaT,2002-07-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2002-06,66,,None,NaT,2002-08-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2002-07,66,,None,NaT,2002-09-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2002-08,66,,None,NaT,2002-10-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2002-09,66,,None,NaT,2002-11-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2002-10,66,,None,NaT,2002-12-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2002-11,66,,None,NaT,2003-01-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2002-12,66,,None,NaT,2003-02-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-01,66,,None,NaT,2003-03-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-02,66,,None,NaT,2003-04-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-03,66,,None,NaT,2003-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-04,66,,None,NaT,2003-06-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-05,66,,None,NaT,2003-07-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-06,66,,None,NaT,2003-08-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-07,66,,None,NaT,2003-09-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-08,66,,None,NaT,2003-10-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-09,66,,None,NaT,2003-11-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-10,66,,None,NaT,2003-12-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-11,66,,None,NaT,2004-01-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2003-12,66,,None,NaT,2004-02-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-01,66,,None,NaT,2004-03-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-02,66,,None,NaT,2004-04-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-03,66,,None,NaT,2004-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-04,66,,None,NaT,2004-06-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-05,66,,None,NaT,2004-07-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-06,66,,None,NaT,2004-08-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-07,66,,None,NaT,2004-09-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-08,66,,None,NaT,2004-10-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-09,66,,None,NaT,2004-11-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-10,66,,None,NaT,2004-12-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-11,66,,None,NaT,2005-01-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2004-12,66,,None,NaT,2005-02-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-01,66,,None,NaT,2005-03-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-02,66,,None,NaT,2005-04-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-03,66,,None,NaT,2005-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-04,66,,None,NaT,2005-06-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-05,66,,None,NaT,2005-07-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-06,66,,None,NaT,2005-08-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-07,66,,None,NaT,2005-09-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-08,66,,None,NaT,2005-10-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-09,66,,None,NaT,2005-11-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-10,66,,None,NaT,2005-12-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-11,66,,None,NaT,2006-01-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2005-12,66,,None,NaT,2006-02-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-01,66,,None,NaT,2006-03-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-02,66,,None,NaT,2006-04-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-03,66,,None,NaT,2006-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-04,66,,None,NaT,2006-06-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-05,66,,None,NaT,2006-07-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-06,66,,None,NaT,2006-08-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-07,66,,None,NaT,2006-09-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-08,66,,None,NaT,2006-10-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-09,66,,None,NaT,2006-11-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-10,66,,None,NaT,2006-12-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-11,66,,None,NaT,2007-01-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2006-12,66,,None,NaT,2007-02-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-01,66,,None,NaT,2007-03-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-02,66,,None,NaT,2007-04-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-03,66,,None,NaT,2007-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-04,66,,None,NaT,2007-06-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-05,66,,None,NaT,2007-07-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-06,66,,None,NaT,2007-08-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-07,66,,None,NaT,2007-09-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-08,66,,None,NaT,2007-10-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-09,66,,None,NaT,2007-11-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-10,66,,None,NaT,2007-12-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-11,66,,None,NaT,2008-01-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2007-12,66,,None,NaT,2008-02-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-01,66,,None,NaT,2008-03-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-02,66,,None,NaT,2008-04-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-03,66,,None,NaT,2008-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-04,66,,None,NaT,2008-06-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-05,66,,None,NaT,2008-07-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-06,66,,None,NaT,2008-08-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-07,66,,None,NaT,2008-09-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-08,66,,None,NaT,2008-10-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-09,66,,None,NaT,2008-11-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-10,66,,None,NaT,2008-12-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-11,66,,None,NaT,2009-01-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2008-12,66,,None,NaT,2009-02-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-01,66,,None,NaT,2009-03-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-02,66,,None,NaT,2009-04-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-03,66,,None,NaT,2009-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-04,66,,None,NaT,2009-06-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-05,66,,None,NaT,2009-07-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-06,66,,None,NaT,2009-08-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-07,66,,None,NaT,2009-09-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-08,66,,None,NaT,2009-10-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-09,66,,None,NaT,2009-11-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-10,66,,None,NaT,2009-12-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-11,66,,None,NaT,2010-01-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2009-12,66,,None,NaT,2010-02-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-01,66,,None,NaT,2010-03-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-02,66,,None,NaT,2010-04-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-03,66,,None,NaT,2010-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-04,66,,None,NaT,2010-06-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-05,66,,None,NaT,2010-07-11 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-06,66,,None,NaT,2010-08-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-07,66,,None,NaT,2010-09-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-08,66,,None,NaT,2010-10-10 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-09,66,,None,NaT,2010-11-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-10,66,,None,NaT,2010-12-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-11,66,,None,NaT,2011-01-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2010-12,66,,None,NaT,2011-02-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-01,66,,None,NaT,2011-03-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-02,66,,None,NaT,2011-04-10 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-03,66,,None,NaT,2011-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-04,66,,None,NaT,2011-06-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-05,66,,None,NaT,2011-07-11 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-06,66,,None,NaT,2011-08-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-07,66,,None,NaT,2011-09-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-08,66,,None,NaT,2011-10-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-09,66,,None,NaT,2011-11-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-10,66,,None,NaT,2011-12-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-11,66,,None,NaT,2012-01-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2011-12,66,,None,NaT,2012-02-15 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-01,66,,None,NaT,2012-03-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-02,66,,None,NaT,2012-04-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-03,66,,None,NaT,2012-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-04,66,,None,NaT,2012-06-10 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-05,66,,None,NaT,2012-07-10 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-06,66,,None,NaT,2012-08-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-07,66,,None,NaT,2012-09-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-08,66,,None,NaT,2012-10-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-09,66,,None,NaT,2012-11-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-10,66,,None,NaT,2012-12-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-11,66,,None,NaT,2013-01-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2012-12,66,,None,NaT,2013-02-10 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-01,66,,None,NaT,2013-03-10 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-02,66,,None,NaT,2013-04-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-03,66,,None,NaT,2013-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-04,66,,None,NaT,2013-06-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-05,66,,None,NaT,2013-07-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-06,66,102.2581818181818,2013-07,2013-08-01 00:00:00,2013-08-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-07,66,103.99318181818184,2013-08,2013-09-01 00:00:00,2013-09-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-08,66,104.49238095238096,2013-09,2013-10-01 00:00:00,2013-10-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-09,66,105.29434782608692,2013-10,2013-11-01 00:00:00,2013-11-10 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-10,66,102.85809523809522,2013-11,2013-12-01 00:00:00,2013-12-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-11,66,103.42000000000002,2013-12,2014-01-01 00:00:00,2014-01-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2013-12,66,100.6891304347826,2014-01,2014-02-01 00:00:00,2014-02-11 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-01,66,102.177,2014-02,2014-03-01 00:00:00,2014-03-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-02,66,101.88523809523808,2014-03,2014-04-01 00:00:00,2014-04-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-03,66,102.6440909090909,2014-04,2014-05-01 00:00:00,2014-05-11 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-04,66,103.19954545454549,2014-05,2014-06-01 00:00:00,2014-06-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-05,66,106.42285714285715,2014-06,2014-07-01 00:00:00,2014-07-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-06,66,106.25869565217393,2014-07,2014-08-01 00:00:00,2014-08-10 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-07,66,104.3704761904762,2014-08,2014-09-01 00:00:00,2014-09-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-08,66,100.8659090909091,2014-09,2014-10-01 00:00:00,2014-10-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-09,66,90.54695652173912,2014-10,2014-11-01 00:00:00,2014-11-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-10,66,84.25199999999998,2014-11,2014-12-01 00:00:00,2014-12-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-11,66,71.92869565217391,2014-12,2015-01-01 00:00:00,2015-01-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2014-12,66,62.71863636363637,2015-01,2015-02-01 00:00:00,2015-02-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-01,66,68.47,2015-02,2015-03-01 00:00:00,2015-03-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-02,66,65.38909090909091,2015-03,2015-04-01 00:00:00,2015-04-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-03,66,67.36454545454545,2015-04,2015-05-01 00:00:00,2015-05-11 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-04,66,69.8942857142857,2015-05,2015-06-01 00:00:00,2015-06-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-05,66,68.18636363636364,2015-06,2015-07-01 00:00:00,2015-07-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-06,66,61.14391304347827,2015-07,2015-08-01 00:00:00,2015-08-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-07,66,53.87666666666666,2015-08,2015-09-01 00:00:00,2015-09-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-08,66,53.59727272727272,2015-09,2015-10-01 00:00:00,2015-10-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-09,66,53.5390909090909,2015-10,2015-11-01 00:00:00,2015-11-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-10,66,53.21142857142858,2015-11,2015-12-01 00:00:00,2015-12-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-11,66,49.22434782608695,2015-12,2016-01-01 00:00:00,2016-01-11 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2015-12,66,41.58857142857143,2016-01,2016-02-01 00:00:00,2016-02-11 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2016-01,66,41.73904761904763,2016-02,2016-03-01 00:00:00,2016-03-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2016-02,66,45.38869565217392,2016-03,2016-04-01 00:00:00,2016-04-10 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2016-03,66,46.66,2016-04,2016-05-01 00:00:00,2016-05-09 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2016-04,66,50.825,2016-05,2016-06-01 00:00:00,2016-06-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2016-05,66,52.83636363636364,2016-06,2016-07-01 00:00:00,2016-07-11 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2016-06,66,50.62571428571428,2016-07,2016-08-01 00:00:00,2016-08-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
2016-07,66,50.08608695652174,2016-08,2016-09-01 00:00:00,2016-09-08 00:00:00,bbg__brent_year1_user_selected__month_mean,T0,0
